,class,label,numeric_uri,label_uri
38,http://semanticscience.org/resource/SIO_000193,copyright section,sio:SIO_000193,sio:CopyrightSection
39,http://semanticscience.org/resource/SIO_000951,pain,sio:SIO_000951,sio:Pain
40,http://semanticscience.org/resource/SIO_000559,chemical synthesis,sio:SIO_000559,sio:ChemicalSynthesis
41,http://semanticscience.org/resource/SIO_011074,actinium atom,sio:SIO_011074,sio:ActiniumAtom
42,http://semanticscience.org/resource/SIO_000399,study subject,sio:SIO_000399,sio:StudySubject
43,http://semanticscience.org/resource/SIO_000393,patient,sio:SIO_000393,sio:Patient
44,http://semanticscience.org/resource/SIO_011117,lawrencium atom,sio:SIO_011117,sio:LawrenciumAtom
45,http://semanticscience.org/resource/SIO_000763,primary database key,sio:SIO_000763,sio:PrimaryDatabaseKey
46,http://semanticscience.org/resource/SIO_001168,audio recording,sio:SIO_001168,sio:AudioRecording
47,http://semanticscience.org/resource/SIO_000154,article,sio:SIO_000154,sio:Article
48,http://semanticscience.org/resource/SIO_001088,concentration,sio:SIO_001088,sio:Concentration
49,http://semanticscience.org/resource/SIO_000667,sofware execution,sio:SIO_000667,sio:SofwareExecution
50,http://semanticscience.org/resource/SIO_000565,diffusion equation,sio:SIO_000565,sio:DiffusionEquation
51,http://semanticscience.org/resource/SIO_001131,rna mediated regulation of translation,sio:SIO_001131,sio:RnaMediatedRegulationOfTranslation
52,http://semanticscience.org/resource/SIO_000031,start date,sio:SIO_000031,sio:StartDate
53,http://semanticscience.org/resource/SIO_000813,angst,sio:SIO_000813,sio:Angst
54,http://semanticscience.org/resource/SIO_010070,3' untranslated region,sio:SIO_010070,sio:3'UntranslatedRegion
55,http://semanticscience.org/resource/SIO_011023,chromium atom,sio:SIO_011023,sio:ChromiumAtom
56,http://semanticscience.org/resource/SIO_000318,longitude,sio:SIO_000318,sio:Longitude
57,http://semanticscience.org/resource/SIO_010441,submolecule,sio:SIO_010441,sio:Submolecule
58,http://semanticscience.org/resource/SIO_000052,quantity,sio:SIO_000052,sio:Quantity
59,http://semanticscience.org/resource/SIO_000954,sick,sio:SIO_000954,sio:Sick
60,http://semanticscience.org/resource/SIO_010528,chemical degradation pathway,sio:SIO_010528,sio:ChemicalDegradationPathway
61,http://semanticscience.org/resource/SIO_000502,polyhedral skeleton,sio:SIO_000502,sio:PolyhedralSkeleton
62,http://semanticscience.org/resource/SIO_001208,decreased chemical destruction,sio:SIO_001208,sio:DecreasedChemicalDestruction
63,http://semanticscience.org/resource/SIO_000514,major tick mark,sio:SIO_000514,sio:MajorTickMark
64,http://semanticscience.org/resource/SIO_000929,pie chart,sio:SIO_000929,sio:PieChart
65,http://semanticscience.org/resource/SIO_000648,object model,sio:SIO_000648,sio:ObjectModel
66,http://semanticscience.org/resource/SIO_001214,moderate,sio:SIO_001214,sio:Moderate
67,http://semanticscience.org/resource/SIO_001004,opinion,sio:SIO_001004,sio:Opinion
68,http://semanticscience.org/resource/SIO_010343,enzyme,sio:SIO_010343,sio:Enzyme
69,http://semanticscience.org/resource/SIO_000670,end time,sio:SIO_000670,sio:EndTime
70,http://semanticscience.org/resource/SIO_000511,line,sio:SIO_000511,sio:Line
71,http://semanticscience.org/resource/SIO_000487,rat,sio:SIO_000487,sio:Rat
72,http://semanticscience.org/resource/SIO_000960,real,sio:SIO_000960,sio:Real
73,http://semanticscience.org/resource/SIO_010518,addition reaction,sio:SIO_010518,sio:AdditionReaction
74,http://semanticscience.org/resource/SIO_001227,small cytoplasmic RNA (scRNA) gene,sio:SIO_001227,sio:SmallCytoplasmicRNA(scrna)Gene
75,http://semanticscience.org/resource/SIO_010010,deoxyribonucleic acid,sio:SIO_010010,sio:DeoxyribonucleicAcid
76,http://semanticscience.org/resource/SIO_010307,molecular modification,sio:SIO_010307,sio:MolecularModification
77,http://semanticscience.org/resource/SIO_000309,volume number,sio:SIO_000309,sio:VolumeNumber
78,http://semanticscience.org/resource/SIO_010468,alpha helix,sio:SIO_010468,sio:AlphaHelix
79,http://semanticscience.org/resource/SIO_001375,book section,sio:SIO_001375,sio:BookSection
80,http://semanticscience.org/resource/SIO_000845,hurt,sio:SIO_000845,sio:Hurt
81,http://semanticscience.org/resource/SIO_000937,textual chart,sio:SIO_000937,sio:TextualChart
82,http://semanticscience.org/resource/SIO_010420,receptor,sio:SIO_010420,sio:Receptor
83,http://semanticscience.org/resource/SIO_010009,ribonucleic acid,sio:SIO_010009,sio:RibonucleicAcid
84,http://semanticscience.org/resource/SIO_000957,communication device,sio:SIO_000957,sio:CommunicationDevice
85,http://semanticscience.org/resource/SIO_000197,materials and methods section,sio:SIO_000197,sio:MaterialsAndMethodsSection
86,http://semanticscience.org/resource/SIO_000411,hate,sio:SIO_000411,sio:Hate
87,http://semanticscience.org/resource/SIO_000159,edited publication,sio:SIO_000159,sio:EditedPublication
88,http://semanticscience.org/resource/SIO_010444,gene component,sio:SIO_010444,sio:GeneComponent
89,http://semanticscience.org/resource/SIO_000964,standard operating procedure,sio:SIO_000964,sio:StandardOperatingProcedure
90,http://semanticscience.org/resource/SIO_001254,left closed interval,sio:SIO_001254,sio:LeftClosedInterval
91,http://semanticscience.org/resource/SIO_010338,pharmaceutical component,sio:SIO_010338,sio:PharmaceuticalComponent
92,http://semanticscience.org/resource/SIO_011060,rhenium atom,sio:SIO_011060,sio:RheniumAtom
93,http://semanticscience.org/resource/SIO_000504,polyhedral surface,sio:SIO_000504,sio:PolyhedralSurface
94,http://semanticscience.org/resource/SIO_000859,pride,sio:SIO_000859,sio:Pride
95,http://semanticscience.org/resource/SIO_010042,haplotype,sio:SIO_010042,sio:Haplotype
96,http://semanticscience.org/resource/SIO_010089,to serve as a template for protein synthesis,sio:SIO_010089,sio:ToServeAsATemplateForProteinSynthesis
97,http://semanticscience.org/resource/SIO_001170,slideshow,sio:SIO_001170,sio:Slideshow
98,http://semanticscience.org/resource/SIO_000351,to supply energy,sio:SIO_000351,sio:ToSupplyEnergy
99,http://semanticscience.org/resource/SIO_001232,transfer RNA (tRNA),sio:SIO_001232,sio:TransferRNA(trna)
100,http://semanticscience.org/resource/SIO_000696,to be observed,sio:SIO_000696,sio:ToBeObserved
101,http://semanticscience.org/resource/SIO_001055,observing,sio:SIO_001055,sio:Observing
102,http://semanticscience.org/resource/SIO_011080,meitnerium atom,sio:SIO_011080,sio:MeitneriumAtom
103,http://semanticscience.org/resource/SIO_010004,chemical entity,sio:SIO_010004,sio:ChemicalEntity
104,http://semanticscience.org/resource/SIO_000298,excerpt,sio:SIO_000298,sio:Excerpt
105,http://semanticscience.org/resource/SIO_000434,minute,sio:SIO_000434,sio:Minute
106,http://semanticscience.org/resource/SIO_000151,manuscript,sio:SIO_000151,sio:Manuscript
107,http://semanticscience.org/resource/SIO_000933,bubble chart,sio:SIO_000933,sio:BubbleChart
108,http://semanticscience.org/resource/SIO_010310,anabolism,sio:SIO_010310,sio:Anabolism
109,http://semanticscience.org/resource/SIO_000085,question,sio:SIO_000085,sio:Question
110,http://semanticscience.org/resource/SIO_010780,ring,sio:SIO_010780,sio:Ring
111,http://semanticscience.org/resource/SIO_000678,abstract role,sio:SIO_000678,sio:AbstractRole
112,http://semanticscience.org/resource/SIO_000099,software module,sio:SIO_000099,sio:SoftwareModule
113,http://semanticscience.org/resource/SIO_000766,street name,sio:SIO_000766,sio:StreetName
114,http://semanticscience.org/resource/SIO_011032,arsenic atom,sio:SIO_011032,sio:ArsenicAtom
115,http://semanticscience.org/resource/SIO_000124,hypernym,sio:SIO_000124,sio:Hypernym
116,http://semanticscience.org/resource/SIO_010437,signal transducer,sio:SIO_010437,sio:SignalTransducer
117,http://semanticscience.org/resource/SIO_000914,binary scale,sio:SIO_000914,sio:BinaryScale
118,http://semanticscience.org/resource/SIO_010008,nucleic acid,sio:SIO_010008,sio:NucleicAcid
119,http://semanticscience.org/resource/SIO_000394,doctor,sio:SIO_000394,sio:Doctor
120,http://semanticscience.org/resource/SIO_000780,to bind to,sio:SIO_000780,sio:ToBindTo
121,http://semanticscience.org/resource/SIO_000102,software interpreter,sio:SIO_000102,sio:SoftwareInterpreter
122,http://semanticscience.org/resource/SIO_010087,inactive ingredient,sio:SIO_010087,sio:InactiveIngredient
123,http://semanticscience.org/resource/SIO_000459,left value axis,sio:SIO_000459,sio:LeftValueAxis
124,http://semanticscience.org/resource/SIO_000893,reagent role,sio:SIO_000893,sio:ReagentRole
125,http://semanticscience.org/resource/SIO_010411,reagent,sio:SIO_010411,sio:Reagent
126,http://semanticscience.org/resource/SIO_011116,nobelium atom,sio:SIO_011116,sio:NobeliumAtom
127,http://semanticscience.org/resource/SIO_001034,reviewed,sio:SIO_001034,sio:Reviewed
128,http://semanticscience.org/resource/SIO_010513,double displacement reaction,sio:SIO_010513,sio:DoubleDisplacementReaction
129,http://semanticscience.org/resource/SIO_001143,maintenance of duration of process,sio:SIO_001143,sio:MaintenanceOfDurationOfProcess
130,http://semanticscience.org/resource/SIO_000711,academic role,sio:SIO_000711,sio:AcademicRole
131,http://semanticscience.org/resource/SIO_001358,to retrieve,sio:SIO_001358,sio:ToRetrieve
132,http://semanticscience.org/resource/SIO_000817,arousal,sio:SIO_000817,sio:Arousal
133,http://semanticscience.org/resource/SIO_011082,roentgenium atom,sio:SIO_011082,sio:RoentgeniumAtom
134,http://semanticscience.org/resource/SIO_010457,cation,sio:SIO_010457,sio:Cation
135,http://semanticscience.org/resource/SIO_000070,measurement value,sio:SIO_000070,sio:MeasurementValue
136,http://semanticscience.org/resource/SIO_001086,to add a covalent bond,sio:SIO_001086,sio:ToAddACovalentBond
137,http://semanticscience.org/resource/SIO_000639,to passively interact with,sio:SIO_000639,sio:ToPassivelyInteractWith
138,http://semanticscience.org/resource/SIO_000094,algorithm,sio:SIO_000094,sio:Algorithm
139,http://semanticscience.org/resource/SIO_000554,normal,sio:SIO_000554,sio:Normal
140,http://semanticscience.org/resource/SIO_001320,cellular phone number,sio:SIO_001320,sio:CellularPhoneNumber
141,http://semanticscience.org/resource/SIO_000842,grief,sio:SIO_000842,sio:Grief
142,http://semanticscience.org/resource/SIO_000406,academic,sio:SIO_000406,sio:Academic
143,http://semanticscience.org/resource/SIO_000263,deductive argument,sio:SIO_000263,sio:DeductiveArgument
144,http://semanticscience.org/resource/SIO_001323,email address,sio:SIO_001323,sio:EmailAddress
145,http://semanticscience.org/resource/SIO_011100,erbium atom,sio:SIO_011100,sio:ErbiumAtom
146,http://semanticscience.org/resource/SIO_000610,regulation of capability,sio:SIO_000610,sio:RegulationOfCapability
147,http://semanticscience.org/resource/SIO_001152,maintenance of quantity of object production,sio:SIO_001152,sio:MaintenanceOfQuantityOfObjectProduction
148,http://semanticscience.org/resource/SIO_010061,generation number,sio:SIO_010061,sio:GenerationNumber
149,http://semanticscience.org/resource/SIO_000833,embarassment,sio:SIO_000833,sio:Embarassment
150,http://semanticscience.org/resource/SIO_001374,brief,sio:SIO_001374,sio:Brief
151,http://semanticscience.org/resource/SIO_000532,terminal point,sio:SIO_000532,sio:TerminalPoint
152,http://semanticscience.org/resource/SIO_010060,family history,sio:SIO_010060,sio:FamilyHistory
153,http://semanticscience.org/resource/SIO_010461,positive charge,sio:SIO_010461,sio:PositiveCharge
154,http://semanticscience.org/resource/SIO_000039,depth,sio:SIO_000039,sio:Depth
155,http://semanticscience.org/resource/SIO_011028,copper atom,sio:SIO_011028,sio:CopperAtom
156,http://semanticscience.org/resource/SIO_010784,ionic compound,sio:SIO_010784,sio:IonicCompound
157,http://semanticscience.org/resource/SIO_000103,software script,sio:SIO_000103,sio:SoftwareScript
158,http://semanticscience.org/resource/SIO_010013,chemical interaction,sio:SIO_010013,sio:ChemicalInteraction
159,http://semanticscience.org/resource/SIO_001180,mass spectrometry experiment,sio:SIO_001180,sio:MassSpectrometryExperiment
160,http://semanticscience.org/resource/SIO_000316,design specification,sio:SIO_000316,sio:DesignSpecification
161,http://semanticscience.org/resource/SIO_000321,cartesian coordinate system,sio:SIO_000321,sio:CartesianCoordinateSystem
162,http://semanticscience.org/resource/SIO_011026,cobalt atom,sio:SIO_011026,sio:CobaltAtom
163,http://semanticscience.org/resource/SIO_010056,phenotype,sio:SIO_010056,sio:Phenotype
164,http://semanticscience.org/resource/SIO_001127,regulation of molecular quantity,sio:SIO_001127,sio:RegulationOfMolecularQuantity
165,http://semanticscience.org/resource/SIO_000019,site,sio:SIO_000019,sio:Site
166,http://semanticscience.org/resource/SIO_000963,not started,sio:SIO_000963,sio:NotStarted
167,http://semanticscience.org/resource/SIO_001251,left open interval,sio:SIO_001251,sio:LeftOpenInterval
168,http://semanticscience.org/resource/SIO_011019,calcium atom,sio:SIO_011019,sio:CalciumAtom
169,http://semanticscience.org/resource/SIO_000081,image,sio:SIO_000081,sio:Image
170,http://semanticscience.org/resource/SIO_011022,vanadium atom,sio:SIO_011022,sio:VanadiumAtom
171,http://semanticscience.org/resource/SIO_000719,to translocate,sio:SIO_000719,sio:ToTranslocate
172,http://semanticscience.org/resource/SIO_000935,treemap,sio:SIO_000935,sio:Treemap
173,http://semanticscience.org/resource/SIO_011007,oxygen atom,sio:SIO_011007,sio:OxygenAtom
174,http://semanticscience.org/resource/SIO_010026,genetic polymorphism,sio:SIO_010026,sio:GeneticPolymorphism
175,http://semanticscience.org/resource/SIO_000887,buffer role,sio:SIO_000887,sio:BufferRole
176,http://semanticscience.org/resource/SIO_011031,germanium atom,sio:SIO_011031,sio:GermaniumAtom
177,http://semanticscience.org/resource/SIO_000675,unique identifier,sio:SIO_000675,sio:UniqueIdentifier
178,http://semanticscience.org/resource/SIO_001115,member count,sio:SIO_001115,sio:MemberCount
179,http://semanticscience.org/resource/SIO_010278,ploidy,sio:SIO_010278,sio:Ploidy
180,http://semanticscience.org/resource/SIO_001327,protein expression value,sio:SIO_001327,sio:ProteinExpressionValue
181,http://semanticscience.org/resource/SIO_000988,pseudogene,sio:SIO_000988,sio:Pseudogene
182,http://semanticscience.org/resource/SIO_010443,intron,sio:SIO_010443,sio:Intron
183,http://semanticscience.org/resource/SIO_010284,active transport,sio:SIO_010284,sio:ActiveTransport
184,http://semanticscience.org/resource/SIO_000920,independent variable,sio:SIO_000920,sio:IndependentVariable
185,http://semanticscience.org/resource/SIO_000388,to assemble,sio:SIO_000388,sio:ToAssemble
186,http://semanticscience.org/resource/SIO_001366,information maintenance,sio:SIO_001366,sio:InformationMaintenance
187,http://semanticscience.org/resource/SIO_000123,antonym,sio:SIO_000123,sio:Antonym
188,http://semanticscience.org/resource/SIO_000282,exclusive disjunction (xor),sio:SIO_000282,sio:ExclusiveDisjunction(xor)
189,http://semanticscience.org/resource/SIO_011039,zirconium atom,sio:SIO_011039,sio:ZirconiumAtom
190,http://semanticscience.org/resource/SIO_011066,thallium atom,sio:SIO_011066,sio:ThalliumAtom
191,http://semanticscience.org/resource/SIO_000531,drop line,sio:SIO_000531,sio:DropLine
192,http://semanticscience.org/resource/SIO_000803,inhibitor role,sio:SIO_000803,sio:InhibitorRole
193,http://semanticscience.org/resource/SIO_000946,flowchart,sio:SIO_000946,sio:Flowchart
194,http://semanticscience.org/resource/SIO_000752,row,sio:SIO_000752,sio:Row
195,http://semanticscience.org/resource/SIO_001384,statement of consequence,sio:SIO_001384,sio:StatementOfConsequence
196,http://semanticscience.org/resource/SIO_011104,thorium atom,sio:SIO_011104,sio:ThoriumAtom
197,http://semanticscience.org/resource/SIO_001259,collection item,sio:SIO_001259,sio:CollectionItem
198,http://semanticscience.org/resource/SIO_010296,process down-regulation,sio:SIO_010296,sio:ProcessDown-regulation
199,http://semanticscience.org/resource/SIO_000481,deletion variant role,sio:SIO_000481,sio:DeletionVariantRole
200,http://semanticscience.org/resource/SIO_000188,abstract section,sio:SIO_000188,sio:AbstractSection
201,http://semanticscience.org/resource/SIO_000530,plateau line,sio:SIO_000530,sio:PlateauLine
202,http://semanticscience.org/resource/SIO_000441,1D cartesian point,sio:SIO_000441,sio:1DCartesianPoint
203,http://semanticscience.org/resource/SIO_000509,start point,sio:SIO_000509,sio:StartPoint
204,http://semanticscience.org/resource/SIO_010336,deoxyribonucleotide residue,sio:SIO_010336,sio:DeoxyribonucleotideResidue
205,http://semanticscience.org/resource/SIO_001173,double stranded DNA,sio:SIO_001173,sio:DoubleStrandedDNA
206,http://semanticscience.org/resource/SIO_001241,catalog,sio:SIO_001241,sio:Catalog
207,http://semanticscience.org/resource/SIO_000583,dying,sio:SIO_000583,sio:Dying
208,http://semanticscience.org/resource/SIO_011089,ununoctium atom,sio:SIO_011089,sio:UnunoctiumAtom
209,http://semanticscience.org/resource/SIO_001200,decreased molecular degradation from decreased regulation,sio:SIO_001200,sio:DecreasedMolecularDegradationFromDecreasedRegulation
210,http://semanticscience.org/resource/SIO_000704,positional role,sio:SIO_000704,sio:PositionalRole
211,http://semanticscience.org/resource/SIO_001311,neither satisfied or dissatisfied qualifier,sio:SIO_001311,sio:NeitherSatisfiedOrDissatisfiedQualifier
212,http://semanticscience.org/resource/SIO_011038,yttrium atom,sio:SIO_011038,sio:YttriumAtom
213,http://semanticscience.org/resource/SIO_000157,conference proceedings,sio:SIO_000157,sio:ConferenceProceedings
214,http://semanticscience.org/resource/SIO_001260,list item,sio:SIO_001260,sio:ListItem
215,http://semanticscience.org/resource/SIO_000608,curve,sio:SIO_000608,sio:Curve
216,http://semanticscience.org/resource/SIO_001269,maternally transmitted,sio:SIO_001269,sio:MaternallyTransmitted
217,http://semanticscience.org/resource/SIO_010435,inhibitor,sio:SIO_010435,sio:Inhibitor
218,http://semanticscience.org/resource/SIO_010448,stop codon,sio:SIO_010448,sio:StopCodon
219,http://semanticscience.org/resource/SIO_010022,secondary structure descriptor,sio:SIO_010022,sio:SecondaryStructureDescriptor
220,http://semanticscience.org/resource/SIO_011010,sodium atom,sio:SIO_011010,sio:SodiumAtom
221,http://semanticscience.org/resource/SIO_010074,amino acid residue,sio:SIO_010074,sio:AminoAcidResidue
222,http://semanticscience.org/resource/SIO_000176,reference,sio:SIO_000176,sio:Reference
223,http://semanticscience.org/resource/SIO_000806,uncharged,sio:SIO_000806,sio:Uncharged
224,http://semanticscience.org/resource/SIO_001207,increased chemical destruction,sio:SIO_001207,sio:IncreasedChemicalDestruction
225,http://semanticscience.org/resource/SIO_000144,parameter,sio:SIO_000144,sio:Parameter
226,http://semanticscience.org/resource/SIO_001250,chemical-pathway association,sio:SIO_001250,sio:Chemical-pathwayAssociation
227,http://semanticscience.org/resource/SIO_000284,hypothesis,sio:SIO_000284,sio:Hypothesis
228,http://semanticscience.org/resource/SIO_000328,positional identifier,sio:SIO_000328,sio:PositionalIdentifier
229,http://semanticscience.org/resource/SIO_000494,to actively interact with,sio:SIO_000494,sio:ToActivelyInteractWith
230,http://semanticscience.org/resource/SIO_001365,rate of change,sio:SIO_001365,sio:RateOfChange
231,http://semanticscience.org/resource/SIO_000619,regulatory authority,sio:SIO_000619,sio:RegulatoryAuthority
232,http://semanticscience.org/resource/SIO_000467,global minimal stationary point,sio:SIO_000467,sio:GlobalMinimalStationaryPoint
233,http://semanticscience.org/resource/SIO_001224,amino acid,sio:SIO_001224,sio:AminoAcid
234,http://semanticscience.org/resource/SIO_000750,database,sio:SIO_000750,sio:Database
235,http://semanticscience.org/resource/SIO_000375,to supply electricity,sio:SIO_000375,sio:ToSupplyElectricity
236,http://semanticscience.org/resource/SIO_001301,collection ovopub,sio:SIO_001301,sio:CollectionOvopub
237,http://semanticscience.org/resource/SIO_000462,linear value axis,sio:SIO_000462,sio:LinearValueAxis
238,http://semanticscience.org/resource/SIO_000374,to reduce energy,sio:SIO_000374,sio:ToReduceEnergy
239,http://semanticscience.org/resource/SIO_010498,single bond,sio:SIO_010498,sio:SingleBond
240,http://semanticscience.org/resource/SIO_000453,y-axis,sio:SIO_000453,sio:Y-axis
241,http://semanticscience.org/resource/SIO_000148,document,sio:SIO_000148,sio:Document
242,http://semanticscience.org/resource/SIO_001319,telephone number,sio:SIO_001319,sio:TelephoneNumber
243,http://semanticscience.org/resource/SIO_000433,hour,sio:SIO_000433,sio:Hour
244,http://semanticscience.org/resource/SIO_001265,heterozygous,sio:SIO_001265,sio:Heterozygous
245,http://semanticscience.org/resource/SIO_000660,hole,sio:SIO_000660,sio:Hole
246,http://semanticscience.org/resource/SIO_001041,study design,sio:SIO_001041,sio:StudyDesign
247,http://semanticscience.org/resource/SIO_000693,corporation,sio:SIO_000693,sio:Corporation
248,http://semanticscience.org/resource/SIO_010033,hydrogen bond,sio:SIO_010033,sio:HydrogenBond
249,http://semanticscience.org/resource/SIO_000962,virtual,sio:SIO_000962,sio:Virtual
250,http://semanticscience.org/resource/SIO_000353,to observe,sio:SIO_000353,sio:ToObserve
251,http://semanticscience.org/resource/SIO_001138,decreased duration of process from increased regulation,sio:SIO_001138,sio:DecreasedDurationOfProcessFromIncreasedRegulation
252,http://semanticscience.org/resource/SIO_001038,editor reviewed,sio:SIO_001038,sio:EditorReviewed
253,http://semanticscience.org/resource/SIO_010095,RNA transcript component,sio:SIO_010095,sio:RNATranscriptComponent
254,http://semanticscience.org/resource/SIO_001091,heterogeneous,sio:SIO_001091,sio:Heterogeneous
255,http://semanticscience.org/resource/SIO_011072,francium atom,sio:SIO_011072,sio:FranciumAtom
256,http://semanticscience.org/resource/SIO_000162,periodical,sio:SIO_000162,sio:Periodical
257,http://semanticscience.org/resource/SIO_000185,title,sio:SIO_000185,sio:Title
258,http://semanticscience.org/resource/SIO_001114,maximal value,sio:SIO_001114,sio:MaximalValue
259,http://semanticscience.org/resource/SIO_000588,creating,sio:SIO_000588,sio:Creating
260,http://semanticscience.org/resource/SIO_010674,binary compound,sio:SIO_010674,sio:BinaryCompound
261,http://semanticscience.org/resource/SIO_000055,shape,sio:SIO_000055,sio:Shape
262,http://semanticscience.org/resource/SIO_000916,decimal scale,sio:SIO_000916,sio:DecimalScale
263,http://semanticscience.org/resource/SIO_001139,regulation of process spatial extent,sio:SIO_001139,sio:RegulationOfProcessSpatialExtent
264,http://semanticscience.org/resource/SIO_001203,increased molecular production from increased regulation,sio:SIO_001203,sio:IncreasedMolecularProductionFromIncreasedRegulation
265,http://semanticscience.org/resource/SIO_010523,electrophilic addition reaction,sio:SIO_010523,sio:ElectrophilicAdditionReaction
266,http://semanticscience.org/resource/SIO_001205,increased molecular production from decreased regulation,sio:SIO_001205,sio:IncreasedMolecularProductionFromDecreasedRegulation
267,http://semanticscience.org/resource/SIO_010512,displacement reaction,sio:SIO_010512,sio:DisplacementReaction
268,http://semanticscience.org/resource/SIO_000911,histogram,sio:SIO_000911,sio:Histogram
269,http://semanticscience.org/resource/SIO_000122,synonym,sio:SIO_000122,sio:Synonym
270,http://semanticscience.org/resource/SIO_011115,mendelevium atom,sio:SIO_011115,sio:MendeleviumAtom
271,http://semanticscience.org/resource/SIO_000478,sequence variant role,sio:SIO_000478,sio:SequenceVariantRole
272,http://semanticscience.org/resource/SIO_000771,versioned record,sio:SIO_000771,sio:VersionedRecord
273,http://semanticscience.org/resource/SIO_010043,protein,sio:SIO_010043,sio:Protein
274,http://semanticscience.org/resource/SIO_000587,biological reproduction,sio:SIO_000587,sio:BiologicalReproduction
275,http://semanticscience.org/resource/SIO_001215,severe,sio:SIO_001215,sio:Severe
276,http://semanticscience.org/resource/SIO_000172,address,sio:SIO_000172,sio:Address
277,http://semanticscience.org/resource/SIO_001161,number of objects consumed,sio:SIO_001161,sio:NumberOfObjectsConsumed
278,http://semanticscience.org/resource/SIO_001201,increased molecular degradation from decreased regulation,sio:SIO_001201,sio:IncreasedMolecularDegradationFromDecreasedRegulation
279,http://semanticscience.org/resource/SIO_001169,issue,sio:SIO_001169,sio:Issue
280,http://semanticscience.org/resource/SIO_001118,sequence,sio:SIO_001118,sio:Sequence
281,http://semanticscience.org/resource/SIO_000939,phrase net diagram,sio:SIO_000939,sio:PhraseNetDiagram
282,http://semanticscience.org/resource/SIO_010427,liquid solution component,sio:SIO_010427,sio:LiquidSolutionComponent
